Gene	T389pH67_1	T401pH67_2	T455pH67_3	T642pH61_1	T665pH61_2	T672pH61_3	T652pH565_1	T671pH565_2	T699pH565_3	T723pH565_4
Fisuc_0382	1040.2016	916.1985	1010.9776	755.9457	746.4564	859.1107	632.5407	708.6800	699.1260	708.3242
Fisuc_0383	41.1452	45.2923	41.9124	43.0029	32.3269	27.6575	49.8684	58.0508	56.2764	48.7207
Fisuc_0384	14.1437	25.8813	20.3212	9.0532	8.8164	13.8287	350.6533	274.7357	333.3294	319.9639
Fisuc_0385	1.2858	0.0000	1.2701	2.2633	0.0000	0.0000	50.3933	44.8313	53.5708	56.6847
Fisuc_0386	11.5721	9.0585	12.7007	22.6331	27.9186	24.2003	9.9737	13.7943	8.1168	16.8649
Fisuc_0387	106.7203	60.8211	96.5255	129.0087	89.6335	117.5443	55.1177	55.1770	51.4063	56.2162
Fisuc_0388	7.7147	11.6466	10.1606	18.1065	11.7552	12.1002	7.3490	9.1962	10.2813	14.9910
Fisuc_0389	209.5833	41.4101	167.6496	47.5295	29.3880	41.4862	16.7978	20.6914	12.9869	15.4595
Fisuc_0390	68.1467	63.4092	118.1167	43.0029	54.3679	65.6865	88.7132	109.2045	109.8472	76.8288
Fisuc_0391	360.0203	394.6900	337.8393	255.7541	276.2476	392.3906	324.9317	322.4408	303.0268	265.6216
Fisuc_0392	659.6087	679.3845	839.5179	310.0735	361.4730	466.7201	216.2712	263.2404	244.0448	183.6396
Fisuc_0393	1019.6290	807.4970	1082.1017	1176.9214	902.2131	909.2399	516.5312	547.1723	504.3231	557.4774
Fisuc_0394	492.4564	445.1586	519.4596	651.8334	573.0669	442.5198	323.8819	310.3708	307.3557	310.1261
Fisuc_0395	210.8691	159.1701	275.6057	321.3901	279.1865	290.4036	351.7031	359.8002	400.9693	359.3153
Fisuc_0396	4083.6593	4601.6976	7158.1280	5461.3679	5735.0775	6459.7519	3065.0667	4725.1084	5083.8149	3711.2068
Fisuc_0397	546.4595	606.9168	615.9851	452.6621	426.1267	388.9334	420.9939	383.9402	426.4019	297.0090
Fisuc_0398	56.5746	56.9389	34.2920	58.8461	39.6739	50.1292	50.9182	51.1537	51.4063	55.2793
Fisuc_0399	47.5741	64.7033	63.5036	70.1626	48.4903	62.2293	225.7199	223.0072	228.3523	141.0090
Fisuc_0400	248.1569	384.3375	204.4817	217.2778	177.7977	224.7171	195.2740	181.6244	139.6088	147.0991
Fisuc_0401	218.5838	191.5217	218.4525	192.3814	149.8790	159.0306	92.3877	83.9151	93.6136	90.4144
Fisuc_0402	57.8604	69.8795	53.3430	43.0029	47.0209	36.3005	44.0941	45.4061	31.9260	38.8829
Fisuc_0403	70.7183	104.8193	67.3138	45.2662	52.8985	53.5864	43.0443	52.3032	39.5017	30.4504
Fisuc_0404	102.8630	94.4668	115.5766	251.2275	168.9813	165.9449	130.7076	107.4803	103.3538	138.1982
Fisuc_0405	123.4355	139.7591	147.3284	176.5382	211.5939	217.8027	212.0717	177.0263	201.2963	222.5225
Fisuc_0406	5.1431	14.2347	7.6204	13.5799	10.2858	5.1858	11.5485	9.1962	11.9046	9.8378
Fisuc_0407	7.7147	7.7644	10.1606	22.6331	29.3880	19.0145	34.1205	31.0371	36.2550	35.6036
Fisuc_0408	3.8574	5.1763	7.6204	9.0532	8.8164	1.7286	15.7479	11.4952	11.3635	12.1802
Fisuc_0411	78.4330	75.0558	91.4452	63.3727	70.5313	65.6865	55.1177	61.4994	64.3932	65.5856
Fisuc_0412	21.8584	25.8813	27.9416	70.1626	52.8985	53.5864	57.2174	59.2004	78.4623	64.6486
Fisuc_0413	41.1452	41.4101	46.9927	36.2130	38.2045	34.5719	26.7714	31.6118	27.5971	23.4234
Fisuc_0414	1392.5073	1164.6591	1440.2621	1380.6193	1360.6666	1324.1022	896.5806	909.2716	907.9980	750.0179
Fisuc_0415	30.8589	21.9991	13.9708	15.8432	17.6328	12.1002	28.3462	31.0371	22.7270	22.0180
Fisuc_0416	41.1452	43.9982	41.9124	65.6360	61.7149	62.2293	36.7451	37.3595	45.9951	45.9099
Fisuc_0417	556.7457	618.5634	670.5982	615.6204	814.0489	649.9510	615.7430	604.0736	683.9747	631.4954
Fisuc_0418	55.2888	54.3508	77.4744	65.6360	85.2253	51.8578	55.1177	59.7751	51.4063	63.7117
Fisuc_0421	70.7183	47.8804	86.3649	49.7928	69.0619	69.1437	57.2174	58.0508	64.3932	56.2162
Fisuc_0422	100.2914	138.4650	96.5255	149.3785	120.4910	146.9304	89.2381	124.7231	109.8472	80.1081
Fisuc_0423	37.2878	31.0576	21.5912	13.5799	14.6940	22.4717	15.2230	14.3690	11.3635	14.0541
Fisuc_0424	33.4305	38.8220	27.9416	18.1065	22.0410	24.2003	37.7950	33.3361	42.2073	37.9459
Fisuc_0425	82.2904	73.7617	119.3868	31.6863	77.8783	65.6865	95.0123	101.7327	101.1893	98.3784
Fisuc_0426	348.4483	421.8654	327.6787	416.4491	376.1670	388.9334	256.1659	239.6752	239.7158	255.7838
Fisuc_0427	91.2909	54.3508	134.6277	90.5324	130.7768	152.1162	128.6079	135.6435	178.5693	113.8378
Fisuc_0428	155.5802	131.9947	207.0218	115.4288	129.3074	122.7301	68.2409	61.4994	57.8998	73.0811
Fisuc_0429	9.0005	5.1763	16.5109	6.7899	14.6940	5.1858	75.0650	74.7189	58.9820	64.1802
Fisuc_0430	108.0061	141.0532	105.4160	149.3785	124.8992	100.2584	105.5109	117.8260	93.6136	81.5135
Fisuc_0431	50.1457	54.3508	35.5620	43.0029	33.7963	43.2148	33.5955	37.3595	42.2073	33.7297
Fisuc_0432	66.8609	109.9956	83.8248	83.7425	55.8373	76.0581	54.0678	55.7518	47.6185	43.5676
Fisuc_0433	612.0346	526.6847	703.6201	565.8276	568.6587	637.8508	471.9121	464.4067	437.7654	574.8107
Fisuc_0434	133.7218	139.7591	137.1678	119.9554	94.0418	148.6590	171.1272	124.1483	131.4920	148.5045
Fisuc_0435	55.2888	47.8804	57.1533	74.6892	44.0821	44.9434	40.4196	37.3595	34.0905	43.5676
Fisuc_0436	78.4330	93.1727	120.6569	185.5915	152.8178	146.9304	190.5496	122.4240	148.8078	170.0540
Fisuc_0437	129.8645	91.8787	121.9270	119.9554	117.5522	98.5298	274.0135	225.3062	226.7289	222.9910
Fisuc_0438	115.7208	188.9336	124.4671	124.4821	104.3276	129.6445	100.7866	114.3774	115.7995	143.3513
Fisuc_0439	14.1437	16.8229	8.8905	6.7899	16.1634	17.2859	16.7978	8.6214	9.7401	13.5856
Fisuc_0440	10.2863	7.7644	15.2409	6.7899	4.4082	6.9144	4.7244	5.7476	9.7401	5.6216
Fisuc_0441	28.2873	34.9398	29.2117	24.8964	22.0410	27.6575	36.7451	39.0837	36.2550	29.9820
Fisuc_0442	291.8736	353.2799	340.3794	174.2749	192.4917	184.9594	157.4790	156.3349	149.8900	118.5225
Fisuc_0443	45.0025	51.7626	92.7153	49.7928	51.4291	65.6865	87.1384	67.2470	87.1202	52.9369
Fisuc_0444	244.2995	273.0479	236.2335	289.7037	324.7379	295.5894	280.8376	314.3941	280.2997	350.8828
Fisuc_0445	9.0005	6.4703	5.0803	9.0532	7.3470	8.6430	11.0235	21.8409	18.9392	19.2072
Fisuc_0446	75.8614	116.4659	67.3138	36.2130	35.2657	43.2148	47.2437	44.8313	43.8307	31.3874
Fisuc_0447	29.5731	34.9398	26.6715	27.1597	29.3880	22.4717	16.2728	13.7943	23.2681	22.9550
Fisuc_0448	42.4310	54.3508	68.5839	74.6892	83.7559	76.0581	75.0650	74.7189	84.9557	82.9189
Fisuc_0449	29.5731	29.7635	26.6715	29.4230	32.3269	41.4862	41.9944	43.6818	60.0642	55.2793
Fisuc_0450	57.8604	64.7033	76.2043	58.8461	83.7559	72.6009	98.6869	110.9288	127.7041	106.3423
Fisuc_0451	30.8589	24.5872	35.5620	29.4230	47.0209	41.4862	29.9210	33.3361	31.9260	65.5856
Fisuc_0452	7.7147	7.7644	6.3504	9.0532	7.3470	13.8287	20.4723	21.2661	12.9869	22.9550
Fisuc_0453	50.1457	106.1134	39.3722	97.3223	66.1231	77.7867	91.8628	76.4432	81.1679	82.9189
Fisuc_0454	54.0031	81.5261	58.4233	36.2130	33.7963	31.1147	37.2700	51.1537	45.9951	37.4775
Fisuc_0455	888.4788	1472.6468	817.9266	660.8866	705.3131	684.5228	1502.3499	1358.7345	1244.0331	1518.7746
Fisuc_0456	55.2888	156.5819	76.2043	36.2130	95.5112	86.4296	99.2118	106.9055	96.8603	102.5946
Fisuc_0457	320.1609	464.5696	237.5035	187.8548	199.8387	235.0886	298.1603	271.2871	258.1139	245.9459
Fisuc_0458	51.4315	59.5270	57.1533	95.0590	72.0007	93.3440	66.6661	87.3636	66.0165	80.5766
Fisuc_0459	65.5751	172.1107	52.0730	74.6892	123.4298	126.1873	366.4012	368.4217	353.3508	362.5946
Fisuc_0460	276.4442	348.1037	269.2553	353.0764	424.6573	385.4762	297.6353	248.8714	275.4297	285.7657
Fisuc_0461	83.5762	120.3481	118.1167	117.6921	127.8380	98.5298	57.2174	68.9713	73.5922	59.9640
Fisuc_0462	142.7224	190.2277	165.1094	79.2159	130.7768	108.9014	88.7132	93.6860	78.4623	72.1441
Fisuc_0463	624.8925	606.9168	580.4231	592.9873	534.8625	522.0351	347.5037	389.1130	346.3163	276.8648
Fisuc_0464	174.8670	172.1107	229.8831	169.7483	132.2462	179.7737	145.9306	159.7835	143.3966	170.5225
Fisuc_0465	7.7147	7.7644	7.6204	4.5266	7.3470	3.4572	9.4487	3.4486	10.2813	11.7117
Fisuc_0466	41.1452	34.9398	30.4817	56.5828	36.7351	48.4006	32.0207	26.4390	22.7270	22.4865
Fisuc_0467	23.1442	42.7042	11.4307	18.1065	16.1634	15.5573	23.6219	15.5185	16.7747	19.2072
Fisuc_0468	51.4315	68.5855	44.4525	72.4259	67.5925	76.0581	76.1149	47.1304	58.4409	67.9279
Fisuc_0469	63.0036	109.9956	60.9635	104.1123	110.2052	110.6300	110.7602	104.6065	94.6959	78.7027
Fisuc_0470	33.4305	68.5855	29.2117	56.5828	45.5515	44.9434	46.7188	35.0604	35.7139	32.7928
Fisuc_0471	255.8716	126.8184	281.9561	63.3727	64.6537	63.9579	53.0179	60.3499	48.1596	52.9369
Fisuc_0472	32.1447	16.8229	29.2117	24.8964	17.6328	31.1147	48.2936	36.2099	41.1251	30.9189
Fisuc_0473	25.7157	7.7644	15.2409	13.5799	8.8164	6.9144	9.9737	14.3690	16.7747	12.6486
Fisuc_0474	111.8635	104.8193	153.6788	54.3194	73.4701	67.4151	30.9709	37.9342	26.5148	17.8018
Fisuc_0475	1419.5088	1899.6885	1325.9556	955.1170	958.0504	1037.1558	909.7038	835.1274	765.6837	766.4143
Fisuc_0476	69.4325	72.4677	53.3430	83.7425	73.4701	74.3295	55.6426	57.4761	43.2895	51.5315
Fisuc_0477	70.7183	51.7626	31.7518	11.3166	16.1634	15.5573	24.1468	28.7380	37.3372	23.8919
Fisuc_0478	16.7152	7.7644	16.5109	22.6331	8.8164	10.3716	59.3171	59.2004	67.0988	53.4054
Fisuc_0479	308.5889	251.0487	281.9561	210.4879	221.8798	257.5604	244.6174	268.9880	252.7027	315.7477
Fisuc_0480	100.2914	97.0549	81.2846	36.2130	49.9597	51.8578	104.4611	91.9617	86.0380	101.6576
Fisuc_0481	213.4406	204.4624	160.0291	199.1713	240.9820	212.6169	220.4706	186.7973	207.7898	220.6486
Fisuc_0482	403.7371	471.0399	379.7516	291.9670	330.6155	331.8899	194.7491	233.9276	200.7552	198.6306
Fisuc_0483	2680.8658	2607.5424	2980.8599	3281.8000	3544.1986	3476.2005	3301.2852	3495.6951	3877.6602	3265.2249
Fisuc_0484	153.0086	173.4048	95.2554	129.0087	95.5112	69.1437	116.0095	78.7422	75.2156	69.8018
Fisuc_0485	64.2893	160.4641	72.3941	83.7425	54.3679	58.7722	44.0941	34.4856	36.7961	30.9189
Fisuc_0486	1647.0931	2648.9525	1023.6784	755.9457	975.6832	1014.6841	763.7732	690.8625	635.8151	781.4053
Fisuc_0487	12.8579	9.0585	20.3212	18.1065	27.9186	24.2003	23.6219	25.2895	30.8438	31.3874
Fisuc_0488	25.7157	14.2347	12.7007	18.1065	14.6940	22.4717	34.1205	39.0837	35.7139	48.2522
Fisuc_0489	174.8670	188.9336	134.6277	162.9583	188.0835	235.0886	108.6605	104.0317	102.8126	99.7838
Fisuc_0490	424.3097	460.6874	541.0508	359.8663	470.2088	466.7201	311.8085	338.5341	333.3294	303.0991
Fisuc_0491	30.8589	31.0576	39.3722	29.4230	41.1433	41.4862	53.5429	56.3266	60.6054	43.5676
Fisuc_0492	10.2863	24.5872	17.7810	15.8432	14.6940	12.1002	22.5720	24.1400	20.5625	25.7658
Fisuc_0493	66.8609	24.5872	87.6350	27.1597	16.1634	24.2003	19.9473	34.4856	27.0560	28.1081
Fisuc_0494	61.7178	59.5270	82.5547	52.0561	60.2455	63.9579	36.2202	58.0508	52.4886	46.3784
Fisuc_0495	315.0178	208.3446	212.1021	181.0648	102.8582	133.1017	19.4224	18.3923	19.4803	22.9550
Fisuc_0496	126.0071	97.0549	93.9854	52.0561	66.1231	46.6720	15.2230	6.8971	9.1990	9.8378
Fisuc_0497	176.1528	81.5261	208.2919	88.2691	83.7559	41.4862	45.6689	32.7614	35.7139	33.2613
Fisuc_0498	11.5721	3.8822	11.4307	2.2633	10.2858	13.8287	12.0734	13.2195	15.6925	13.5856
Fisuc_0500	534.8874	581.0355	514.3793	506.9815	518.6990	523.7637	285.5620	308.6465	295.9922	237.5135
Fisuc_0501	497.5995	615.9753	475.0071	416.4491	408.4939	464.9915	489.2348	423.5987	404.7572	334.9549
Fisuc_0502	27.0015	32.3516	24.1314	56.5828	36.7351	55.3150	36.2202	35.0604	38.9606	39.8198
Fisuc_0503	137.5792	109.9956	173.9999	235.3843	323.2685	312.8753	281.3625	241.3995	271.1007	283.8919
Fisuc_0504	105.4345	106.1134	124.4671	285.1771	217.4716	193.6024	154.8544	114.9522	150.9723	111.9640
