key	KN1_R2	KN2_R2	KN3_R2	KN4	KN5	KN6	KN7	KN8	KN9	KN10	KN11	KN12_R1	KN13_R1	KN14_R1
BSU31380	1651.4	1567.4	3272.3	509586	5667.6	2090.6	2367.2	1003.6	2340.8	4703	2843.6	5642.6	3724.7	2817
BSU31390	15025	21746.2	17185.9	18443.8	477932	119819.2	81625.4	1.7	15084.7	29155.4	24502.8	1199246	413580.9	236918
BSU31400	42045.6	37291.4	39107.4	10690.7	9944.8	15759.9	16246.1	0.5	34824	39558.8	49807.3	24592.4	22685.6	20682.6
BSU31410	27717.2	26514.5	32515.6	4265.9	9666.8	15324.4	15594.6	0	28352.1	30004.2	49678.4	30970.2	26111.6	19426
BSU31420	47.9	116.6	34.2	691.4	52.6	5.2	16.7	1	12.4	46.5	73.8	87	172.2	45.1
BSU31430	1926.6	2668.4	2542.1	2017.1	12386.6	4291.3	3885.1	0	1092.6	1325.3	2540.2	19874.3	12812.3	8846.3
BSU31440	892.1	750	450.1	284.6	143.3	321.7	312.5	0	560	724	560.2	444	476.6	268.9
BSU31450	307.8	408.8	357.3	230.3	167.7	183.1	229.3	0	481.8	538.3	366	199.3	189.7	135.6
BSU31460	377.9	921.7	799.1	0	28.9	207.6	197.1	0	569.3	715.4	761.7	121.4	170.8	174.7
BSU31470	123.9	190.4	353.5	0	410.3	266	244.6	0	292.4	219.2	336.5	225.7	370.2	266.8
BSU31480	269.5	237.8	370.3	893.1	640.5	498.8	613.3	0	333.3	363.5	320.2	1248.9	396.4	391
BSU31490	3621.5	3589	4154.6	6037.7	4688.6	3842.9	4234.7	0.5	4092.9	4380	5487.8	4669.3	3564.2	3805.7
BSU31500	3271.1	4659.2	5121.5	6122.4	4541.5	4013.8	4148.2	0	4448.3	4989.9	6638.8	4103.9	3274.9	3361.5
BSU31510	822.7	1205.2	1498.5	2305.6	900.5	1126.3	1546.6	0	1288.9	1634.8	2016.5	365.2	332	1172.1
BSU31520	2222.9	2122.9	2203.4	4629.1	2890.1	2578.9	2607	0	2344.3	2071.3	2829.6	2518.7	2205.9	2073.8
BSU31530	3689.7	2545.3	2439.6	1349.3	2823.9	2459.1	2245.7	1.7	2639.9	2766.5	2873.4	2288.6	2680.6	2192.2
BSU31540	636.9	925.8	1255.9	0	80.8	242.4	149.2	0	982.1	1041.2	1369.1	22.1	345.5	265.5
BSU31550	363.4	371.6	384.5	45.5	0	45.2	34.1	0	374.5	406.7	437.7	32	37.7	50
BSU31560	353.3	360.5	357.2	529.5	32.6	66.5	53.4	0	325.7	511.9	533.7	0	70.8	14.5
BSU31570	409.1	656.5	779.8	0	120.7	208	216.8	0	441.8	635.7	1017.4	127.9	182.6	24.7
BSU31580	389.9	402.2	919.9	10653.6	445.6	1328	6141.7	0.7	590	509.6	1013.5	599.7	647	3429
BSU31590	198.9	111	38.7	920	531.1	31.6	124.5	0	120.7	104.9	0	133.4	132.6	298.3
BSU31600	2196.3	2317.4	2148.3	0	25704.9	19675.8	13204.1	0.8	2252	2341.9	2220.3	12724.9	13419.4	14055.1
BSU31610	3281	4689	2944.1	0	33378.6	27236.6	19063.4	2.2	3811.2	3884.5	3384.8	11681.2	14160.5	18458.6
BSU31620	3674.1	4041.8	4419.8	0	32141.4	31953.5	17322.5	0	3045.1	4772.7	4403.2	12387.1	12741.5	20441.1
BSU31630	6363.7	5673.1	5709.7	999.8	49618.3	44798.7	31071.9	0	6005.7	6468.5	5641.3	15828.8	17638.4	25781.3
BSU31640	2053.6	2365.4	1936.2	233.9	18335.7	13640.4	11145	0	2248.7	2130.3	3126.9	5325.5	6070.8	8168
BSU31650	10175.9	7409.4	7193	978.7	61600.2	53951.1	38995.3	3.3	8104.2	9696.9	12850.2	23441	22521.1	28425.1
BSU31660	4663.4	6999.1	5759.1	1376	51216.3	49108.8	29034.9	0	6242.6	8192.2	8814.1	13204.6	18574.2	23722.9
BSU31670	16939.1	15738.7	17339.4	1107.3	2667.6	5054.3	6687.7	0	15538.9	17176.7	12003.3	5661.3	4406.8	4567.5
BSU31680	1574.6	1304.7	1628	0	170	463.7	766.2	0	1871.6	1685.1	838.9	506.3	363.6	577.6
BSU31690	3100.2	2240	1776.8	1821.7	243.3	577.1	563.6	0.6	2352.5	1651.3	1655.1	310.5	532.2	585.5
BSU31700	190.4	505.3	610.9	0	196	81.3	284.6	0	889.9	313.1	378.2	42.9	511.6	208.7
BSU31710	94.5	240.8	163.4	2119	315.7	171	150	0	210.3	160.5	178.8	109.5	208.4	189.2
BSU31720	123.3	152.7	68.2	0	95.1	22.3	98.9	0	109.7	122.4	213.2	0	365.7	57
BSU31730	0	219	282.3	0	0	0	65.9	0	296	166.8	116.9	35.1	0	0
BSU31740	741.2	942.9	517.9	297.6	555.9	407.6	410.1	0	1020.2	820.7	790.4	738.1	537.9	364.8
BSU31750	7880.5	5329.1	3733	3117.2	2704.9	3361.1	2871.8	0	5911.9	5188.7	3946.9	1742	2362.6	2075.9
BSU31760	2384.6	1712.9	1172.7	612.7	1692.4	1236.9	1446.7	0	2577.4	1891.7	1515.1	1280.2	1132.1	1329.6
BSU31770	1728.9	1972.5	1307.5	4631.2	3959.8	1486.6	1304.8	0	1831.3	2051.4	1482.2	4199.6	2587.2	1451.3
BSU31780	15102.9	9352.9	9059.2	19700.7	18745.3	12385.9	11542.2	0	10915.4	9682.6	8725.5	40457	17356.1	12303.7
BSU31790	9295.3	11927	11768	32807.5	27179.7	20033.4	18536.5	34.5	14086.4	13370.4	13386.9	24197.9	13113.6	16485.1
BSU31800	9202.1	9892.6	10432.3	7547.8	18830.5	12549.3	14457.4	0	9704	10977.3	13230.5	16146.7	11485.4	12762.6
BSU31810	126.3	47.3	49.1	0	136.2	75.8	79.9	0	77.1	40.5	26.8	342.2	240	0
BSU31820	3924.3	5955.2	10619	0	3637.6	6857.3	14406.9	0	8013	9500.4	10649.9	1895.9	4429	10899.9
BSU31830	7348.6	12374.6	23281.1	1713.7	9596.8	18715.6	31807.7	0	13986.5	19341.6	24241.7	4792.6	15115	34154.5
BSU31840	2436.4	3648	4014.4	10969.1	7327.5	5430	5228	1.5	3934.8	4306.1	3078.8	13235.6	9412.4	6895.5
BSU31850	382.4	764.8	442.3	1185.1	275.8	472.5	426.1	0	374.6	456.2	249.7	302.1	688.1	542.8
BSU31860	752.6	690.9	437.1	328	514.2	450.2	478	0	412.7	319.4	533.1	553	379	388.5
BSU31875	590.9	518.4	344	77.7	73.1	233.2	257	0	240.1	258.6	205.8	32.9	47.7	113.1
BSU31890	222.7	148	138.5	0	135.5	253.6	265	0	121.5	112.4	78.9	92	159.2	78.7
BSU31900	200.9	298.8	269.7	1685.1	549.4	1146.5	1254.5	0	512.3	305.4	206.5	1725.7	476.7	891.8
BSU31910	3705.8	6037.9	6121.9	4482.6	6283.7	6821.3	12131	0	5982.7	3457.4	2766	7988.5	8291.1	10292.8
BSU31920	1074.4	1247	1204.5	3060.6	2960	1660.7	1549.1	0	1639.2	1311.9	1590.9	2072.9	2271.7	1418.6
BSU31930	272230.2	339195.2	427308	5611.5	12273.4	56370.3	95783.8	0	300142.1	432792.9	611347.2	7972.3	24032	52865
BSU31945	9467.1	12167.2	8885.4	0	289.6	2260	4319	0	10925	12547.5	16286.9	13.2	1109.3	2397.2
BSU31959	89.5	1787.6	718.6	0	179.4	157.3	79.7	0	64.7	147.5	0	0	0	0
BSU31960	725.3	1643.5	898.1	306.8	35.7	53.6	72.8	1.7	89.9	155.8	89.2	48.7	57.2	31.7
BSU31970	943.6	1605.7	588.9	0	80.1	137.5	116.3	1.1	87	135.1	74.9	137.5	44.5	132.6
BSU31980	993.6	1796.5	603.9	0	28.3	146.9	225.3	0	62.3	135.1	123.7	85.9	47.3	107.3
BSU31990	2883.2	3931.1	3160.2	3850.6	184.2	299.7	1443.6	0	401.8	681.6	503.2	31.1	85	324.1
BSU32000	1539.2	3963.8	2577.8	6414.1	480.8	549	1761.8	0	534.5	446.9	410.5	215.2	89.4	430.7
BSU32010	477.5	897.6	833.1	3310.2	404.4	263.7	726.6	0	323.1	271.7	477.8	202.1	112.8	182.5
BSU32020	809.1	705.7	482.5	0	2149.9	1986	2234.2	0	609.1	631.1	772.1	2078.8	1704.8	900.9
BSU32030	28125.7	61721.3	100048.2	35524	50043.8	11623.3	14130.2	0	75327	72199.7	99155.8	96637.2	51889.8	48381
BSU32040	81557.5	62445.7	26038.8	11978.4	1102.1	116896.3	97196.5	1.9	79820.4	47676.4	36899.2	1985.2	67257.9	118804.4
BSU32050	781	559.6	407.1	1438.2	957.7	889.3	433.5	0	465	400.9	287.4	1263.5	927	606.8
BSU32060	3778.7	4656.8	3632.3	5357.6	9738.3	8236	6993.8	0	4855.7	5132.9	6493.1	6185.9	8363.4	6605.1
BSU32070	257.6	317.2	828	1639.8	366.8	847.8	730.2	6.2	307.1	254.1	826.4	767.2	461.3	221.9
BSU32080	7486.7	8744.3	56705.5	7364	15452.2	19917.4	24941.1	0	16049.7	22972.6	45083.6	19513	19887.1	18331.4
BSU32090	1720.1	6773.6	79062.7	0	3206.7	3736.2	2698.1	0	6511.8	27779.1	52104.2	4693.4	14789.6	9212.2
BSU32100	970	876.2	1119.3	7378.4	870.4	971	741.1	19.1	648.6	1290.7	1151.4	1062	1220.2	1406.7
BSU32110	22629.4	21098.4	15105.9	2292.9	16096.4	14295.4	10158	0	16028.5	17419.1	17639.8	15437	15416.9	10889.4
BSU32120	853.5	1037.8	1212.9	0	5942.1	4438.9	4206.4	0	1146.1	1306.6	1234	12162	8908.7	5593.9
BSU32130	26571	5545.8	3110.5	5650.9	95552.8	43892.8	27792.5	1	26171.4	3663.4	3042.7	339669.3	112937.8	38294.4
BSU32140	1421.5	1069.8	874.6	14102.4	23091.4	8844.4	4073.2	0	1631.6	1076.1	986.1	35016.5	14426	5855.2
BSU32150	844.7	677.4	328.4	8652.4	19532.8	6256.2	2875.3	0	1215.5	674.1	497.4	24490.6	12631.3	4814.4
BSU32160	34321.4	25600.9	35783.7	29246.1	177814.7	95851.6	76621.2	8.6	32417.1	31240.2	34408.2	244093.7	165842.7	102465.4
BSU32170	7612.6	6569.1	6958.9	6720.2	5258.3	4442.9	4945.9	0.9	8537.2	8598.9	8506.8	3333.5	4256	3957.6
BSU32180	4276.6	3417.3	3290.8	378.8	3897.5	8968.5	11787.2	0	4149.8	2997.4	3764.9	4215.9	3109.1	4444.9
BSU32190	5926.8	8020.2	9641.3	15711.3	113393.5	64226.7	54569.7	9.2	14278.1	9036.3	7268.6	182408.7	194036.4	136067.3
BSU32200	3321.6	4085.4	3357.9	887.9	7401.9	5206.4	3684.6	0	3627.5	4890.1	4294	5380.2	4713.9	2917.7
BSU32210	839.9	941.3	600.4	0	232	463.3	752.9	1.8	623.8	675.6	734.1	358.7	289.1	633.9
BSU32220	63266.2	64807.3	72021.1	15575	176096	82852.3	76283.9	0	80555.4	76819	116247.1	283849.6	185711.2	91143.5
BSU32230	840.4	662.8	702.9	217.2	32.9	219.4	266.2	0	467.4	685.8	778.7	19.3	169.8	244.5
BSU32240	446608	242264.6	508276.4	1420.8	8775.1	81750.5	161791.6	2	310499.1	549163.1	705486.1	8503.4	148991.2	355475
BSU32250	176591.7	126140.9	239396.7	4800.1	5312.2	47489.7	81633.7	3.5	148327.2	249925.7	365585.4	4173.7	83445.4	194978.4
BSU32260	144061.4	78762.6	190351.7	1247.9	5886.1	53201.5	72289.1	0.3	105109.4	164486	281233.3	5561.9	93814.6	195514.7
BSU32270	124.2	55.3	80.4	362.3	76.7	45.2	117.1	0	39.6	81	77.2	85.6	94	61.5
BSU32280	286.6	248.9	491.7	3396	115.8	299.1	314.3	2	603.1	843.3	510.8	145	413.6	369.8
BSU32290	5360.5	6414.8	4416.4	1763.6	1361.2	2936.1	3227.7	0	4339.7	4533.6	6157.4	1964.8	2749.9	2328.9
BSU32300	8258.2	6195.7	6731.7	16430.6	4652.3	5290.6	6280.4	0	5208.4	6738.7	6879.1	6651.3	4424.8	5307.8
BSU32310	2019.4	1505.3	1629.6	2286.4	1543.3	1992.5	2127.3	0	1878.1	1376	1676.9	1295.9	1502.3	1903.7
BSU32320	147.7	167.9	206	91370.2	561.9	203.7	199.5	270.7	288.2	180.7	484.3	1152.4	356.3	428.9
BSU32330	21048	24940.7	38480.4	24755.2	22543.2	41305.1	59409	0	23510.4	30437.5	40291	34807.8	41723.1	59498.3
BSU32340	535.7	505.6	338.4	18459.5	297.7	242.6	491.6	39.1	438.4	328	511.7	575.2	392.5	655.7
BSU32350	632.3	501.4	284.3	0	235.6	282.1	105.2	5.7	355.7	358.1	281	362.4	76.1	96.5
BSU32360	4363	4644.2	3096.5	3566.2	2425.2	2800	1889.4	4.9	3090	3509.4	3831.7	2194.5	2546.5	1972.5
BSU32370	4429.5	2278	1781.8	1142.1	1298.8	2042.8	1093.5	1.4	2171.4	2615.6	1752.8	1103.2	1158.7	1081.5
BSU32380	1899.7	1702.9	1453.8	924.6	1537.9	1376.7	1136.4	0	1697	1477.5	1135.8	1235.9	804.1	922.5
BSU32390	1597.6	1251.1	936.7	657.1	891.9	1485.7	801.5	0	1417.9	1025.5	1554.7	944.7	1416.5	1144.2
BSU32400	79.8	88.3	80.2	0	0	118.1	10.3	0	110	118.6	267.5	77.8	0	41.3
BSU32410	1657.5	2697.1	3688.5	655.2	122.8	240	304.1	1.2	908.3	1757	2311.7	225.2	49.8	238.9
BSU32420	2086	1309.6	1487.4	0	323.2	662.3	845.1	0	1451.4	1424.5	1712.8	86.5	363.2	704.9
BSU32430	4148.4	3838.8	5378.1	0	330.7	564.2	996.9	0	3743.3	2923.2	5405.8	227.2	288	617.9
BSU32440	2967.2	3501.4	3821.4	237.3	153.7	327.6	480.4	0	2624.7	3082.9	3301.6	127.5	117.6	304.4
BSU32450	1972.4	3233.2	2918.5	0	93.1	281.6	239.4	0	2028.8	2690.4	2872.9	78.8	204.7	273.1
BSU32460	1819.5	3389.5	4407.3	2678	332	503.1	799.4	0	1885.9	2835.7	3313.2	360.9	801.6	951.5
BSU32469	205.2	288.4	346.9	0	0	120.1	80.7	0	192.7	409.6	375.5	0	79.6	40.9
BSU32470	688.7	557.3	278.1	0	42.9	226.5	301.1	0	315.1	436.6	599.6	43.1	93.3	163.1
BSU32480	428.7	244.9	256.3	163.6	110.7	131.9	220.5	0	347.3	219.1	268.6	144.6	91.1	143.4
BSU32490	394.1	280	177.3	0	0	75.3	70.9	0	272	185.4	258.2	108.9	41	38.7
BSU32500	428.2	326.6	304.6	0	17.3	49.3	12.7	0	209.8	215.8	237.6	0	97.7	100.4
BSU32510	551.5	309.6	532.2	228.2	10.4	73	103.2	0	336.3	460	255.5	78.4	99.4	135.9
BSU32520	3026.8	3569.9	4939.5	0	65.8	276.7	510.5	0	1295.6	2414.7	3708.4	18.4	54	229.2
BSU32530	1550.7	2849.1	3920	1013	100	383.8	701.9	0	1090.4	1889.9	3261.7	140	180	383.3
BSU32540	392.6	164.1	265.7	1121.9	79.3	85.2	220.8	0	375.1	294.6	282.1	111.4	208.2	174.5
BSU32550	1084.8	567	925.4	4806.6	1460.6	957.7	1208.3	0	861.6	765.2	1025.8	1805.2	1285	1273.7
BSU32560	357.3	385	298.8	1272.6	2521.9	1222.1	833.3	0	607.7	396.5	630.6	3379.6	1716.2	1420.4
BSU32570	277.1	240.9	268.4	0	127.4	137.2	202.8	0	237.3	236.3	490.9	157.8	142.3	210.1
BSU32580	80.5	91.9	74.2	0	49.6	49.4	56.9	0	102.3	77.5	197.8	34.8	23.9	44.8
BSU32590	11.3	30.3	161.8	0	4.1	31.7	4.1	1.4	89.7	100.4	213	0	97.8	29.5
BSU32600	110.4	77.6	270.5	0	47.9	21.5	36.6	0	103.7	141	196	47.7	32.7	40.2
BSU32610	63.7	154.9	1158.3	1798	127.9	67.3	180.3	0	299.4	716.7	1369.2	116.2	76.8	99.1
BSU32620	2113.2	2887.5	2279.7	1320.2	7460.7	5226.8	5111.1	0	3683.3	3246.5	4370.6	6481.3	5629.3	6972.7
BSU32630	5751.6	4745.4	5213.5	1514.2	29795	12621.1	10942.5	0	5411.2	6386.4	7416.1	42730	26394.5	17923.2
BSU32640	0	223.6	0	2585.2	68.1	0	35.9	0	0	316.1	89	0	0	63.7
BSU32650	0	0	8	0	50.4	0	0	0	14	25.2	0	81.5	0	0
BSU32660	3079.2	2869.1	4423.8	7817.4	90687.8	29465.3	26780	0	3322.6	3855.1	4587.3	102692.7	54876.7	33164.8
BSU32669	395.4	674.1	1014.6	1887	38246.4	9851.8	4933.1	0	1331	1400.7	697.6	39650	18484.7	8316.2
BSU32670	98574.7	177488.7	169204.7	205308.7	467948.3	272570.5	250436.8	26.2	138677.3	218022.6	205568.9	308547.4	240968.6	275789.7
BSU32680	73629	86543.7	76405.3	37683.9	244017.4	120726.1	115213.6	0	67069.2	91897.8	84545.2	154098.7	115764	124835.9
BSU32690	66500.8	101703.2	92696.5	13177.8	273612.4	132348.9	125320.8	0.9	57578.3	87666.4	121128.4	179651.8	126958.1	133452.4
BSU32700	44152.7	75343.8	70270.6	18971.4	250398.4	124905.2	117420.3	4.5	46673.1	72116.4	79012.4	181177.9	156224	155130.4
BSU32710	31043.7	45162.2	41986.8	26153.1	237461.8	111358.5	102127.5	3.7	29667	52860.8	53875.4	179774.2	151290.5	135669.2
BSU32719	3198.1	3084.4	2053.4	4370.7	602438.2	340410	184788.6	14.1	2804.7	2925.4	3701.2	915568.8	1383769	764904.1
BSU32720	202.6	164.8	533.1	6945.3	163	366.8	158.1	3.7	45.9	220.6	185.7	238.6	374.9	250.3
BSU32730	60334.8	80873.7	273029.8	20766.8	8552.6	33179.9	77268.7	0.5	64465.3	70768.1	180158	7160.2	14232.9	47014.4
BSU32740	49928.8	62153.8	248021.8	15530.2	4517.6	38400.5	82298.8	0	57755.8	60954.4	189473.9	8490.8	15726.7	46238
BSU32750	32381.5	33024.1	108801.8	5589.9	6958.3	20656	49207.3	1.1	30363.7	29765.7	89552.4	7469.6	9800.7	28171.4
BSU32760	527.8	1111.8	914.7	0	1152	590.2	633.7	0	1186.6	760.9	818.3	380.1	831.5	694.8
BSU32770	600	897.6	984.9	217.2	1395.7	1627.6	1026.7	0	1236.4	865.7	997	1280.3	1088.8	990.7
BSU32780	2492.2	2689.5	2400.3	11787.6	3794.7	3323.7	2851.1	32.6	3467.9	2558.4	2825.9	2507	3048.9	3439.3
BSU32790	4238.5	5622	5303.6	105418.4	6852.7	5289.7	4783.7	326.6	7522.6	4703.9	5482.3	6281	6330.8	4995.1
BSU32800	12889.2	8719.4	6732.5	8434.8	8648.8	7508.8	6448.7	4.9	9233.1	7795.8	7072.3	7632.3	8354.7	8343
BSU32810	458.4	1062	377.5	0	228.2	1018.5	826.1	0	590.3	290.3	305.2	381.9	1204.2	785.2
BSU32820	245.1	195.6	278.8	31380.3	2861.2	586.2	549.6	0	213.3	183.1	142.4	1931.4	501.3	381.5
BSU32830	834.1	300.8	192	49211	3557.3	531.4	879.1	0	328.5	331.2	208	2537.5	715.6	469
BSU32840	566.8	242.6	256.2	42027.3	2670.9	938.3	911.6	0	471.3	309.9	238.2	1941.9	942.5	560.7
BSU32849	54.8	0	53	4601.2	180.1	358.7	120.6	0	100.9	0	0	66.7	0	90.5
BSU32850	0	10.2	16.9	0	68	20.4	11.9	0	19.2	9.1	6.4	47.9	24.6	18
BSU32859	0	59.2	111	46373.1	556.7	404.7	145.3	116.8	122.2	70.6	45.5	377.2	745.3	244.8
BSU32860	89.7	132.3	261.4	76807.4	653.9	167.3	75.7	179.2	580.8	76.5	74.4	520.2	380.8	486.4
BSU32870	3352.3	1846.3	1929.7	23429.5	2157.9	2393.2	3012.2	0	2964.4	2032.9	2941.9	3868.7	1787	1916.5
BSU32880	3709.2	2606.2	3165.3	24750.6	2339.5	2729.9	3980.7	0	4715.4	3302	3645.1	4016.5	2119.3	2769.9
BSU32890	79.9	40.7	95.2	3114.2	1123	661.2	733.8	0.7	114.6	52.5	228.3	1095	1061.9	496.6
BSU32900	352.6	450.8	253.8	3763.6	1554.8	968.5	889.5	0	193.8	298	475.5	1906.6	860.4	766
BSU32910	356.9	236.6	73.2	2725.8	1729.5	1294.1	661	0	233.5	246.4	445.7	2268.1	1099.6	697.7
BSU32920	1285.4	897.2	1109.2	15100.3	7386.8	5039	4139.2	0	1981.2	2005.9	1949.3	10731.9	7906.2	5881.3
BSU32930	2384.7	4147.6	2630.1	0	1453.7	1851.7	1853.6	0	1164.7	2391.6	2795.2	390.3	779.9	1588.3
BSU32940	26550.2	27582.7	25476.8	1953.8	9075	9902.9	12794.8	4	12529.8	18542.3	18610	9000.3	10583.2	12733.4
BSU32950	97.8	87.3	118.8	0	0	110.2	115.7	0	104.8	122.2	51.1	0	99	43.9
BSU32960	3116	2706.4	2437.9	196.4	621.8	1324.1	666.9	0.7	2874.6	2628.2	3064.6	536.1	1559.4	1000.1
BSU32970	2788.1	2032.1	2812.9	0	1490	2080.2	1330	0	3709.9	3288.3	3916.4	1652	2252.5	2006.7
BSU32980	553.3	863.3	763.1	1931.4	70.7	311.4	335.5	0	1058.9	1143.1	1162.2	110.1	172	272.5
BSU32990	15750.7	17670.3	26823.1	7531.4	21794.3	18040	34781.8	15.1	24241.5	25791.6	18969.9	49258.3	74443.1	116279
BSU33000	9196.3	4125.5	4588.9	3585.2	11039.7	6271.3	5750.4	0	8683.4	5348.1	5704.3	10268.4	7894.6	4988.9
BSU33010	5068.4	3018.9	3897.9	10870.8	4423.6	5612.8	7485.4	0	5928.3	2897.7	4811.8	4000.1	5310.2	5993.7
BSU33020	4056.3	2509.4	2892.6	12539.5	3189.9	3523.2	5124.3	0	4626.3	2128	3207.7	2700.8	2879	4049.5
BSU33029	1766.4	1350.7	1989.6	47585.3	5305.1	2130.3	1360.6	0	1915.7	2186.4	654.9	8347.6	4097.6	2543.1
BSU33030	354	293.4	337.7	2678.5	11819.7	2699.4	1549.3	0	600.7	385.1	378.7	9268.4	4928.2	2420.9
BSU33040	4897.9	5973.5	5338.5	8433.8	5560.6	6239	6092.7	1.4	3325.7	4316.6	5477.1	13345	6297.9	4157.2
BSU33049	109.2	740.6	431.8	0	607.7	1133.5	973.5	0	412.3	379	476.2	1857.9	873.8	618.5
BSU33050	0	10.8	9.6	204.5	47.7	31	19.2	0	26.9	47	48.1	33.8	24.4	58.9
BSU33060	15.5	11	8.6	0	2.9	4.8	23	0	22	5.9	20.9	40.2	43.3	0
BSU33070	29.9	21.9	40.1	99.4	46.3	55.4	68.8	0	93.6	106.6	70.2	18.8	5.8	38.8
BSU33080	6006	5015.3	4918.2	4615.8	4087.1	2913.6	3807.1	0	5351.4	4965.2	5254.5	3680.6	2266.6	2907
BSU33090	5000.1	3781.6	3484.1	2607.6	3299.9	2890.5	3574.1	0	3981.2	3562.9	3979.8	3022.6	1734.6	2656.9
BSU33100	3042.5	2870.2	2750	3548.9	3843.9	3088.3	2828.5	0	3457.9	2776.1	3292.2	2633.6	1965.4	2364.2
BSU33110	5381.5	3723.9	3979.4	3478.5	5833.4	3081.7	3611	2.1	5638.6	4245.8	4333.4	4816.4	3244.2	3169.1
BSU33120	5309.2	2960.2	2733.3	13514	874.8	527.9	749.2	0	7722.7	2846.3	2088.6	689.5	818.6	1072
BSU33130	10146.7	5791	7463.9	10331.3	1208.9	1253.9	1866.7	0	13885.1	4982.2	4706.3	969.8	1918.4	2126.6
BSU33140	25.6	44.4	7.1	0	37	44	3.1	1.3	8.5	9.8	14.4	110.2	40	77.7
BSU33150	2417.3	2195.4	1922.4	3450.5	484.9	630.5	687.6	2.3	1231.7	1506.8	1783.1	251.6	65.6	255
BSU33160	1207.1	1038.6	918.9	251.8	191.3	279.7	319.8	0	657.4	696.3	715.9	211.2	98.3	81.1
BSU33170	2391.6	2523.5	2114	1464.2	296.9	759.6	795.6	0.9	1898.6	2265.5	2200.2	308.6	260	287.9
BSU33180	4382.8	4100.7	2651.5	1992.3	591.4	1720.4	1762.8	2.4	2902.2	3145.4	3986.1	644.1	475.1	953.7
BSU33190	1146.9	1225.7	1258.3	1025.7	2753.9	3129.1	2183.5	1.3	1522.3	1099.9	1783.7	1016.7	2717	2482.8
BSU33200	3011.2	2986.9	3284.3	884.5	728.8	1580	1351.9	1.3	1597.9	4865.1	3759.7	730.5	1250.4	1285.2
BSU33210	1090.1	1078.8	556.9	142	175.1	508.5	419.5	0	802.7	556.6	545.4	168.7	254.2	255
BSU33221	701.8	661.9	494.7	0	336.6	639.6	611.4	0	584.5	417.6	749.9	221.6	402	532.5
BSU33222	8.8	21.4	59.7	0	411.5	63.4	140.7	0	96.6	17.3	118.5	118.9	414.6	159.8
BSU33230	67.7	0	29.3	0	32.3	81.4	7.7	0	82.2	0	8.3	38.5	116.9	16.4
BSU33239	0	0	0	0	0	0	0	0	0	52.4	0	0	0	0
BSU33240	318.7	246.8	180.2	427.5	51	47.4	152.5	0	333.4	131.4	240	148.1	46.5	35.5
BSU33250	0	17.3	0	0	0	0	22.3	0	0	53.6	0	4.9	0	0
BSU33260	510.5	290.1	122.7	0	237.9	219.8	124.1	4	265.3	238.6	174.9	174.6	212.6	159
BSU33270	217.9	184.5	53.9	0	79.4	72.9	41.6	0	237.3	73.5	50.3	110.3	37.4	70.5
BSU33280	163.9	107.7	73.7	0	29.7	92.9	87.6	0	110	122.5	25.5	21.5	31.5	13.1
BSU33290	6064	8471.7	6836.2	4261.3	1094.7	2394.5	4306.5	0	2041	3258	4447.6	961.4	1377.9	2155.6
BSU33300	8305.3	10230.8	9067.2	5176.3	1469.9	3104.9	6640	0.2	3460.7	4386.6	4361.5	1384.6	1226.4	2582.8
BSU33310	7790.4	9037.9	7932.1	6360.2	1072.2	2355.6	5104.7	0	2635.5	3581.8	4120.3	772.8	917.4	1507
BSU33320	11127.5	21192.5	13567.7	16141.5	550.6	2305	3708.2	0	3809.6	8966.1	7961.7	380.3	687.2	1852
BSU33330	24086.2	8336.4	3641.6	12321.4	6079.7	6883.1	23191.3	1.4	12105.8	23741.3	11414.1	5702.7	3132.9	7641.2
BSU33340	24686.8	18002.9	19098.7	4620682.6	96376	26484.3	20647.9	12510.7	31174.2	15089.8	12963.3	145224.9	77661.6	64566.8
BSU33350	1335.4	1173.1	1059.8	664.1	627.2	704.4	886.3	0	1364.7	1503.1	1320	902.2	854.5	951.4
BSU33360	3783.2	3750.6	3188.9	0	1247.3	2143.3	1868.4	0	3370.4	4345.8	2451.7	1019.9	1747.7	1513.7
BSU33370	14607.1	5029.7	5960	51861	28371.4	15446.5	14468.4	0	9508.8	7316.3	7064.1	48033.7	25772.6	16873.3
BSU33380	2192.1	2562.7	2594.1	7591.9	9069.6	3754.6	2523.9	0	3927.1	4706.9	3334.7	7548.3	5311.3	5492.1
BSU33390	3221.7	3363.6	4069.8	6096.3	10315.6	3444.3	1956	0	4651.9	4837.6	5148.6	7821.3	5640.8	4162.8
BSU33400	768.9	475.1	376.3	1883.8	870.8	1602.1	888.6	1.6	637.6	347.3	259	634.3	1771.5	1316
BSU33410	0	11.3	15	0	47.1	0	0	0	0	67.4	0	0	72.7	0
BSU33420	1310.8	456	683.6	795	3314.1	3972.8	1637.8	1.3	1902	484.8	306.5	2051.5	3698.5	2125.3
BSU33430	50151.4	11173.2	24408.6	1895.6	4377.7	12467.8	9750.6	0	87664.8	8289.9	7544.9	4063.7	4683.8	6857.6
BSU33440	24112.6	5238.3	11410.3	161.1	2758	6066.4	4461.2	0	32589.3	3784.9	3029	2995	2745.4	3657
BSU33450	1506.9	1477.2	2095.4	1181.7	1287.8	1270.7	1341.2	0	1470.9	1048	1850.3	1470.8	1180.2	1399.4
